,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,water_equiv_snowfall,station_pressure,sealevel_pressure,wind_speed,wind_direction,avg_wind_speed,datetime,year,month,day,wind_direction_cos,wind_direction_sin,TS,GR,RA,DZ,SN,FG,BR,HZ,FU,SQ,MI,BC,VC,FG+,MD
332,1,61,53,57.0,4.0,49,53.0,8.0,0.0,603,1712,0.15,29.34,30.06,5.6,110,6.6,2007-10-14,2007,10,14,-0.3420201433256687,0.9396926207859084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333,2,63,55,59.0,4.0,47,52.0,6.0,0.0,603,1712,0.01,29.4,30.06,5.7,120,6.0,2007-10-14,2007,10,14,-0.4999999999999998,0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,1,74,51,63.0,10.0,52,57.0,2.0,0.0,604,1711,0.07,29.21,29.95,4.1,140,5.6,2007-10-15,2007,10,15,-0.7660444431189779,0.6427876096865395,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
335,2,77,55,66.0,10.0,50,57.0,0.0,1.0,604,1711,0.04,29.26,29.94,6.6,160,6.9,2007-10-15,2007,10,15,-0.9396926207859083,0.3420201433256689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,1,67,52,60.0,8.0,54,57.0,5.0,0.0,605,1709,0.24,29.16,29.88,6.4,210,7.5,2007-10-16,2007,10,16,-0.8660254037844386,-0.5000000000000001,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
337,2,68,56,62.0,8.0,55,58.0,3.0,0.0,605,1709,0.19,29.23,29.88,6.5,210,7.3,2007-10-16,2007,10,16,-0.8660254037844386,-0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
338,1,72,47,60.0,8.0,53,57.0,5.0,0.0,606,1707,0.04,29.07,29.83,9.3,140,9.8,2007-10-17,2007,10,17,-0.7660444431189779,0.6427876096865395,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
339,2,74,50,62.0,8.0,53,57.0,3.0,0.0,606,1707,0.11,29.13,29.83,8.6,140,9.1,2007-10-17,2007,10,17,-0.7660444431189779,0.6427876096865395,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
340,1,78,59,69.0,18.0,56,61.0,0.0,4.0,607,1706,0.3,28.59,29.34,17.2,190,18.9,2007-10-18,2007,10,18,-0.984807753012208,-0.17364817766693047,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
341,2,79,60,70.0,18.0,57,62.0,0.0,5.0,607,1706,0.34,28.67,29.34,15.5,190,17.2,2007-10-18,2007,10,18,-0.984807753012208,-0.17364817766693047,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
342,1,60,52,56.0,5.0,48,52.0,9.0,0.0,608,1704,0.01,28.75,29.44,16.2,240,16.7,2007-10-19,2007,10,19,-0.5000000000000004,-0.8660254037844385,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
343,2,61,53,57.0,5.0,48,52.0,8.0,0.0,608,1704,0.0,28.82,29.45,17.7,240,18.0,2007-10-19,2007,10,19,-0.5000000000000004,-0.8660254037844385,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
344,1,73,47,60.0,10.0,43,52.0,5.0,0.0,610,1703,0.0,29.02,29.71,10.9,210,12.0,2007-10-20,2007,10,20,-0.8660254037844386,-0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
345,2,74,47,61.0,10.0,43,52.0,4.0,0.0,610,1703,0.0,29.1,29.72,11.1,210,11.7,2007-10-20,2007,10,20,-0.8660254037844386,-0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,1,80,60,70.0,20.0,47,57.0,0.0,5.0,611,1701,0.0,29.08,29.78,18.0,200,18.2,2007-10-21,2007,10,21,-0.9396926207859084,-0.34202014332566866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,2,79,61,70.0,20.0,46,56.0,0.0,5.0,611,1701,0.0,29.15,29.78,16.7,200,16.8,2007-10-21,2007,10,21,-0.9396926207859084,-0.34202014332566866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
348,1,67,46,57.0,7.0,47,50.0,8.0,0.0,612,1660,0.16,29.26,29.97,5.2,360,9.2,2007-10-22,2007,10,22,1.0,-2.4492935982947064e-16,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
349,2,66,47,57.0,7.0,47,51.0,8.0,0.0,612,1660,0.15,29.32,29.96,5.8,10,10.3,2007-10-22,2007,10,22,0.984807753012208,0.17364817766693033,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
350,1,58,43,51.0,2.0,36,44.0,14.0,0.0,613,1658,0.0,29.2,29.93,5.2,310,8.2,2007-10-23,2007,10,23,0.6427876096865393,-0.7660444431189781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,2,53,46,50.0,2.0,39,45.0,15.0,0.0,613,1658,0.03,29.26,29.93,4.0,310,7.9,2007-10-23,2007,10,23,0.6427876096865393,-0.7660444431189781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,1,55,43,49.0,0.0,35,42.0,16.0,0.0,614,1657,0.0,29.46,30.16,13.3,20,14.5,2007-10-24,2007,10,24,0.9396926207859084,0.3420201433256687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,2,53,45,49.0,0.0,35,43.0,16.0,0.0,614,1657,0.0,29.51,30.16,16.0,20,17.3,2007-10-24,2007,10,24,0.9396926207859084,0.3420201433256687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
354,1,55,45,50.0,2.0,39,46.0,15.0,0.0,616,1656,0.0,29.47,30.2,13.9,60,14.1,2007-10-25,2007,10,25,0.5000000000000001,0.8660254037844386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,2,57,45,51.0,2.0,40,46.0,14.0,0.0,616,1656,0.0,29.52,30.2,14.5,60,14.7,2007-10-25,2007,10,25,0.5000000000000001,0.8660254037844386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,1,65,53,59.0,11.0,48,52.0,6.0,0.0,617,1654,0.33,29.31,30.07,6.2,50,6.9,2007-10-26,2007,10,26,0.6427876096865394,0.766044443118978,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
357,2,66,53,60.0,11.0,49,52.0,5.0,0.0,617,1654,0.41,29.38,30.06,4.2,60,7.2,2007-10-26,2007,10,26,0.5000000000000001,0.8660254037844386,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
358,1,55,37,46.0,-2.0,38,45.0,19.0,0.0,618,1653,0.01,29.56,30.25,9.4,320,9.9,2007-10-27,2007,10,27,0.7660444431189778,-0.6427876096865396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
359,2,57,39,48.0,-2.0,41,46.0,17.0,0.0,618,1653,0.08,29.62,30.25,7.9,310,9.1,2007-10-27,2007,10,27,0.6427876096865393,-0.7660444431189781,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
360,1,56,34,45.0,-2.0,30,39.0,20.0,0.0,619,1651,0.0,29.79,30.52,3.4,230,4.2,2007-10-28,2007,10,28,-0.6427876096865395,-0.7660444431189779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,2,56,34,45.0,-2.0,30,39.0,20.0,0.0,619,1651,0.0,29.86,30.53,3.5,230,4.1,2007-10-28,2007,10,28,-0.6427876096865395,-0.7660444431189779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
362,1,61,39,50.0,3.0,32,42.0,15.0,0.0,620,1650,0.0,29.63,30.4,10.2,220,10.4,2007-10-29,2007,10,29,-0.766044443118978,-0.6427876096865393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,2,60,39,50.0,3.0,32,42.0,15.0,0.0,620,1650,0.0,29.7,30.41,9.1,220,9.3,2007-10-29,2007,10,29,-0.766044443118978,-0.6427876096865393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,1,66,41,54.0,8.0,38,46.0,11.0,0.0,622,1649,0.0,29.43,30.2,12.2,200,12.5,2007-10-30,2007,10,30,-0.9396926207859084,-0.34202014332566866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,2,66,42,54.0,8.0,37,46.0,11.0,0.0,622,1649,0.0,29.51,30.22,10.8,200,10.9,2007-10-30,2007,10,30,-0.9396926207859084,-0.34202014332566866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366,1,62,41,52.0,6.0,37,46.0,13.0,0.0,623,1647,0.0,29.3,30.02,12.2,250,14.3,2007-10-31,2007,10,31,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,2,63,43,53.0,6.0,38,46.0,12.0,0.0,623,1647,0.0,29.36,30.03,12.2,250,15.0,2007-10-31,2007,10,31,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,1,74,48,61.0,8.0,51,56.0,4.0,0.0,448,1849,0.0,28.95,29.67,10.6,160,11.5,2008-05-01,2008,5,1,-0.9396926207859083,0.3420201433256689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,2,73,48,61.0,8.0,51,57.0,4.0,0.0,448,1849,0.0,29.01,29.67,9.8,170,10.4,2008-05-01,2008,5,1,-0.984807753012208,0.17364817766693028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,1,74,51,63.0,9.0,55,58.0,2.0,0.0,447,1850,1.28,28.79,29.53,13.8,200,15.1,2008-05-02,2008,5,2,-0.9396926207859084,-0.34202014332566866,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
371,2,74,55,65.0,9.0,56,60.0,0.0,0.0,447,1850,0.74,28.85,29.52,11.9,190,13.0,2008-05-02,2008,5,2,-0.984807753012208,-0.17364817766693047,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
372,1,56,43,50.0,-4.0,41,46.0,15.0,0.0,446,1851,0.0,29.01,29.69,10.4,250,12.7,2008-05-03,2008,5,3,-0.3420201433256694,-0.9396926207859082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,2,56,44,50.0,-4.0,42,46.0,15.0,0.0,446,1851,0.01,29.08,29.69,11.2,250,12.7,2008-05-03,2008,5,3,-0.3420201433256694,-0.9396926207859082,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
374,1,65,38,52.0,-2.0,34,45.0,13.0,0.0,444,1852,0.0,29.31,30.02,5.6,240,6.3,2008-05-04,2008,5,4,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,2,66,39,53.0,-2.0,33,45.0,12.0,0.0,444,1852,0.0,29.38,30.02,5.1,230,5.6,2008-05-04,2008,5,4,-0.6427876096865395,-0.7660444431189779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376,1,75,50,63.0,8.0,38,50.0,2.0,0.0,443,1853,0.0,29.27,29.99,4.4,260,7.0,2008-05-05,2008,5,5,-0.17364817766693033,-0.984807753012208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,2,74,50,62.0,8.0,38,50.0,3.0,0.0,443,1853,0.0,29.34,29.99,3.7,230,6.2,2008-05-05,2008,5,5,-0.6427876096865395,-0.7660444431189779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,1,81,46,64.0,9.0,44,55.0,1.0,0.0,442,1855,0.0,29.16,29.88,6.3,220,7.1,2008-05-06,2008,5,6,-0.766044443118978,-0.6427876096865393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,2,82,52,67.0,9.0,43,55.0,0.0,2.0,442,1855,0.0,29.23,29.88,6.9,220,8.8,2008-05-06,2008,5,6,-0.766044443118978,-0.6427876096865393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380,1,70,49,60.0,5.0,52,56.0,5.0,0.0,441,1856,0.76,28.97,29.69,3.5,230,12.3,2008-05-07,2008,5,7,-0.6427876096865395,-0.7660444431189779,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
381,2,71,50,61.0,5.0,53,56.0,4.0,0.0,441,1856,0.71,29.03,29.69,1.9,220,11.1,2008-05-07,2008,5,7,-0.766044443118978,-0.6427876096865393,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
382,1,59,45,52.0,-4.0,35,44.0,13.0,0.0,439,1857,0.0,29.08,29.82,12.2,50,12.6,2008-05-08,2008,5,8,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,2,59,47,53.0,-4.0,36,45.0,12.0,0.0,439,1857,0.0,29.14,29.81,14.3,50,15.0,2008-05-08,2008,5,8,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,1,58,41,50.0,-6.0,34,43.0,15.0,0.0,438,1858,0.0,29.15,29.85,6.3,30,6.9,2008-05-09,2008,5,9,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,2,58,42,50.0,-6.0,35,44.0,15.0,0.0,438,1858,0.0,29.2,29.85,6.5,30,7.0,2008-05-09,2008,5,9,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,1,61,38,50.0,-6.0,37,45.0,15.0,0.0,437,1859,0.0,29.08,29.85,5.9,70,6.3,2008-05-10,2008,5,10,0.3420201433256688,0.9396926207859083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,2,61,41,51.0,-6.0,39,46.0,14.0,0.0,437,1859,0.0,29.15,29.84,6.0,80,6.6,2008-05-10,2008,5,10,0.17364817766693041,0.984807753012208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,1,58,46,52.0,-5.0,43,47.0,13.0,0.0,436,1860,0.95,28.85,29.55,14.5,20,17.7,2008-05-11,2008,5,11,0.9396926207859084,0.3420201433256687,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
389,2,60,47,54.0,-5.0,44,48.0,11.0,0.0,436,1860,1.46,28.89,29.53,14.3,20,17.8,2008-05-11,2008,5,11,0.9396926207859084,0.3420201433256687,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
390,1,56,40,48.0,-9.0,38,43.0,17.0,0.0,435,1901,0.0,29.26,29.96,5.1,70,7.8,2008-05-12,2008,5,12,0.3420201433256688,0.9396926207859083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,2,53,41,47.0,-9.0,39,43.0,18.0,0.0,435,1901,0.0,29.32,29.96,4.9,60,7.6,2008-05-12,2008,5,12,0.5000000000000001,0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,1,73,40,57.0,-1.0,45,51.0,8.0,0.0,434,1902,0.08,29.2,29.93,15.5,180,15.9,2008-05-13,2008,5,13,-1.0,1.2246467991473532e-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,2,73,45,59.0,-1.0,45,52.0,6.0,0.0,434,1902,0.32,29.28,29.95,13.7,180,14.4,2008-05-13,2008,5,13,-1.0,1.2246467991473532e-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,1,64,45,55.0,-3.0,48,52.0,10.0,0.0,433,1903,0.02,29.19,29.89,2.0,250,9.6,2008-05-14,2008,5,14,-0.3420201433256694,-0.9396926207859082,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
395,2,61,46,54.0,-3.0,49,52.0,11.0,0.0,433,1903,0.02,29.25,29.89,2.5,210,8.9,2008-05-14,2008,5,14,-0.8660254037844386,-0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
396,1,57,43,50.0,-8.0,37,45.0,15.0,0.0,432,1904,0.0,29.33,30.05,6.8,50,7.9,2008-05-15,2008,5,15,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,2,57,43,50.0,-8.0,37,45.0,15.0,0.0,432,1904,0.0,29.38,30.05,7.5,50,8.1,2008-05-15,2008,5,15,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,1,73,40,57.0,-2.0,41,50.0,8.0,0.0,431,1905,0.0,29.1,29.86,8.9,250,9.4,2008-05-16,2008,5,16,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,2,72,41,57.0,-2.0,41,50.0,8.0,0.0,431,1905,0.0,29.16,29.86,8.3,250,8.8,2008-05-16,2008,5,16,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,1,73,52,63.0,4.0,41,52.0,2.0,0.0,430,1906,0.12,28.87,29.61,12.9,300,14.7,2008-05-17,2008,5,17,0.5000000000000001,-0.8660254037844386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401,2,73,50,62.0,4.0,41,52.0,3.0,0.0,430,1906,0.26,28.94,29.61,11.2,290,14.1,2008-05-17,2008,5,17,0.34202014332566816,-0.9396926207859085,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
402,1,55,44,50.0,-10.0,39,45.0,15.0,0.0,429,1907,0.0,28.93,29.64,3.5,340,8.2,2008-05-18,2008,5,18,0.9396926207859084,-0.3420201433256686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,2,55,45,50.0,-10.0,40,46.0,15.0,0.0,429,1907,0.0,28.98,29.63,1.6,350,7.9,2008-05-18,2008,5,18,0.9848077530122079,-0.17364817766693127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
404,1,60,40,50.0,-10.0,33,43.0,15.0,0.0,428,1908,0.0,28.96,29.69,3.9,70,5.7,2008-05-19,2008,5,19,0.3420201433256688,0.9396926207859083,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
405,2,59,42,51.0,-10.0,34,44.0,14.0,0.0,428,1908,0.0,29.02,29.69,4.4,70,6.2,2008-05-19,2008,5,19,0.3420201433256688,0.9396926207859083,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406,1,66,47,57.0,-4.0,37,47.0,8.0,0.0,427,1909,0.0,28.94,29.66,7.3,310,9.2,2008-05-20,2008,5,20,0.6427876096865393,-0.7660444431189781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,2,64,49,57.0,-4.0,37,47.0,8.0,0.0,427,1909,0.0,29.0,29.66,6.9,300,7.7,2008-05-20,2008,5,20,0.5000000000000001,-0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,1,66,41,54.0,-7.0,36,46.0,11.0,0.0,426,1910,0.0,29.0,29.7,7.2,320,9.2,2008-05-21,2008,5,21,0.7660444431189778,-0.6427876096865396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,2,65,45,55.0,-7.0,36,46.0,10.0,0.0,426,1910,0.0,29.05,29.7,6.8,330,8.8,2008-05-21,2008,5,21,0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,1,59,45,52.0,-9.0,38,45.0,13.0,0.0,425,1911,0.0,29.24,29.94,8.8,50,9.8,2008-05-22,2008,5,22,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,2,56,47,52.0,-9.0,38,45.0,13.0,0.0,425,1911,0.0,29.29,29.93,10.5,50,11.2,2008-05-22,2008,5,22,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,1,57,46,52.0,-9.0,39,45.0,13.0,0.0,425,1912,0.0,29.41,30.12,10.7,30,10.9,2008-05-23,2008,5,23,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,2,59,48,54.0,-9.0,40,46.0,11.0,0.0,425,1912,0.0,29.47,30.11,10.4,30,10.7,2008-05-23,2008,5,23,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,1,67,40,54.0,-8.0,40,48.0,11.0,0.0,424,1913,0.0,29.44,30.18,7.4,70,8.4,2008-05-24,2008,5,24,0.3420201433256688,0.9396926207859083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,2,68,44,56.0,-8.0,38,48.0,9.0,0.0,424,1913,0.0,29.51,30.17,6.9,70,7.4,2008-05-24,2008,5,24,0.3420201433256688,0.9396926207859083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,1,78,44,61.0,-1.0,50,57.0,4.0,0.0,423,1914,0.0,29.18,29.93,10.3,180,11.9,2008-05-25,2008,5,25,-1.0,1.2246467991473532e-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
417,2,78,51,65.0,-1.0,48,57.0,0.0,0.0,423,1914,0.0,29.26,29.93,11.1,170,12.4,2008-05-25,2008,5,25,-0.984807753012208,0.17364817766693028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,1,81,47,64.0,2.0,60,64.0,1.0,0.0,422,1915,0.48,29.11,29.81,6.2,250,11.8,2008-05-26,2008,5,26,-0.3420201433256694,-0.9396926207859082,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
419,2,84,53,69.0,2.0,60,65.0,0.0,4.0,422,1915,0.0,29.17,29.8,7.3,240,12.0,2008-05-26,2008,5,26,-0.5000000000000004,-0.8660254037844385,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
420,1,50,42,46.0,-16.0,35,42.0,19.0,0.0,422,1916,0.0,29.5,30.19,19.2,30,19.3,2008-05-27,2008,5,27,0.8660254037844387,0.49999999999999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,2,53,45,49.0,-16.0,36,43.0,16.0,0.0,422,1916,0.0,29.54,30.18,18.0,20,17.4,2008-05-27,2008,5,27,0.9396926207859084,0.3420201433256687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,1,62,43,53.0,-10.0,32,43.0,12.0,0.0,421,1916,0.0,29.6,30.34,8.2,60,8.7,2008-05-28,2008,5,28,0.5000000000000001,0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,2,61,45,53.0,-10.0,35,44.0,12.0,0.0,421,1916,0.0,29.66,30.33,7.8,70,8.5,2008-05-28,2008,5,28,0.3420201433256688,0.9396926207859083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,1,67,42,55.0,-9.0,37,47.0,10.0,0.0,421,1917,0.01,29.39,30.16,3.5,110,4.2,2008-05-29,2008,5,29,-0.3420201433256687,0.9396926207859084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
425,2,68,45,57.0,-9.0,38,48.0,8.0,0.0,421,1917,0.08,29.46,30.17,2.2,100,3.8,2008-05-29,2008,5,29,-0.1736481776669303,0.984807753012208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,1,77,55,66.0,2.0,59,62.0,0.0,1.0,420,1918,0.4,29.03,29.79,8.4,210,10.4,2008-05-30,2008,5,30,-0.8660254037844386,-0.5000000000000001,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
427,2,77,58,68.0,2.0,60,63.0,0.0,3.0,420,1918,0.3,29.09,29.79,9.4,200,10.7,2008-05-30,2008,5,30,-0.9396926207859084,-0.34202014332566866,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
428,1,79,59,69.0,5.0,56,62.0,0.0,4.0,420,1919,0.0,29.1,29.8,10.8,280,11.9,2008-05-31,2008,5,31,0.17364817766692997,-0.9848077530122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
429,2,79,60,70.0,5.0,56,62.0,0.0,5.0,420,1919,0.0,29.15,29.79,11.1,280,12.3,2008-05-31,2008,5,31,0.17364817766692997,-0.9848077530122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,1,74,53,64.0,0.0,47,55.0,1.0,0.0,419,1920,0.0,29.23,29.95,4.6,100,5.4,2008-06-01,2008,6,1,-0.1736481776669303,0.984807753012208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,2,71,56,64.0,0.0,46,55.0,1.0,0.0,419,1920,0.0,29.29,29.94,5.6,80,5.9,2008-06-01,2008,6,1,0.17364817766693041,0.984807753012208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,1,86,56,71.0,7.0,52,60.0,0.0,6.0,419,1920,0.0,29.16,29.89,1.9,80,4.8,2008-06-02,2008,6,2,0.17364817766693041,0.984807753012208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433,2,85,61,73.0,7.0,53,61.0,0.0,8.0,419,1920,0.0,29.21,29.87,1.7,130,5.7,2008-06-02,2008,6,2,-0.6427876096865394,0.766044443118978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434,1,69,55,62.0,-2.0,55,57.0,3.0,0.0,418,1921,0.52,28.97,29.69,7.3,40,9.2,2008-06-03,2008,6,3,0.766044443118978,0.6427876096865393,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
435,2,74,57,66.0,-2.0,58,60.0,0.0,1.0,418,1921,0.92,29.02,29.67,5.2,30,6.7,2008-06-03,2008,6,3,0.8660254037844387,0.49999999999999994,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
436,1,78,54,66.0,2.0,59,61.0,0.0,1.0,418,1922,0.0,28.9,29.62,4.5,40,5.2,2008-06-04,2008,6,4,0.766044443118978,0.6427876096865393,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0
437,2,78,59,69.0,2.0,61,64.0,0.0,4.0,418,1922,0.02,28.95,29.6,3.1,50,4.3,2008-06-04,2008,6,4,0.6427876096865394,0.766044443118978,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
438,1,87,60,74.0,9.0,68,71.0,0.0,9.0,417,1923,0.64,29.0,29.7,11.5,200,14.0,2008-06-05,2008,6,5,-0.9396926207859084,-0.34202014332566866,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
439,2,88,68,78.0,9.0,69,72.0,0.0,13.0,417,1923,0.22,29.06,29.69,13.2,200,13.8,2008-06-05,2008,6,5,-0.9396926207859084,-0.34202014332566866,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,1,87,73,80.0,14.0,68,72.0,0.0,15.0,417,1923,0.0,29.07,29.76,21.1,200,21.5,2008-06-06,2008,6,6,-0.9396926207859084,-0.34202014332566866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
441,2,86,73,80.0,14.0,69,72.0,0.0,15.0,417,1923,0.03,29.14,29.75,19.2,200,19.5,2008-06-06,2008,6,6,-0.9396926207859084,-0.34202014332566866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,1,85,69,77.0,11.0,71,73.0,0.0,12.0,417,1924,0.11,29.16,29.86,12.5,190,13.2,2008-06-07,2008,6,7,-0.984807753012208,-0.17364817766693047,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
443,2,84,72,78.0,11.0,71,73.0,0.0,13.0,417,1924,0.07,29.23,29.85,11.8,190,12.4,2008-06-07,2008,6,7,-0.984807753012208,-0.17364817766693047,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
444,1,85,64,75.0,9.0,68,70.0,0.0,10.0,417,1925,1.24,29.11,29.81,6.5,180,12.2,2008-06-08,2008,6,8,-1.0,1.2246467991473532e-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,2,87,65,76.0,9.0,69,71.0,0.0,11.0,417,1925,1.31,29.18,29.8,4.2,190,11.5,2008-06-08,2008,6,8,-0.984807753012208,-0.17364817766693047,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
446,1,74,65,70.0,4.0,64,66.0,0.0,5.0,416,1925,0.14,29.1,29.82,6.3,220,7.7,2008-06-09,2008,6,9,-0.766044443118978,-0.6427876096865393,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
